"name_de";"nummer";"lager_menge_total1";"lagerartikel";"lager_platz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-düne";"M-ST-AY.21";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-düne";"M-ST-AY.22";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-düne";"M-ST-AY.23";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-düne";"M-ST-AY.24";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-düne Wenge geölt";"M-ST-AY.25";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-düne Wenge geölt";"M-ST-AY.26";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-düne Palisander lackiert";"M-ST-AY.27";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-düne Palisander lackiert";"M-ST-AY.28";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-düne";"M-ST-AY.29";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-weiß";"M-ST-AY.3";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-düne";"M-ST-AY.30";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-meteor";"M-ST-AY.31";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-meteor";"M-ST-AY.32";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-meteor";"M-ST-AY.33";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-meteor";"M-ST-AY.34";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-meteor Wenge geölt";"M-ST-AY.35";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-meteor Wenge geölt";"M-ST-AY.36";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-meteor Palisander lackiert";"M-ST-AY.37";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-meteor Palisander lackiert";"M-ST-AY.38";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-meteor";"M-ST-AY.39";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-weiß";"M-ST-AY.4";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-meteor";"M-ST-AY.40";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-graphit";"M-ST-AY.41";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-graphit";"M-ST-AY.42";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-graphit";"M-ST-AY.43";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-graphit";"M-ST-AY.44";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-graphit Wenge geölt";"M-ST-AY.45";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-graphit Wenge geölt";"M-ST-AY.46";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-graphit Palisander lackiert";"M-ST-AY.47";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-graphit Palisander lackiert";"M-ST-AY.48";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-graphit";"M-ST-AY.49";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-weiß Wenge geölt";"M-ST-AY.5";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-graphit";"M-ST-AY.50";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-schokolade";"M-ST-AY.51";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-schokolade";"M-ST-AY.52";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-schokolade";"M-ST-AY.53";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-schokolade";"M-ST-AY.54";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-schokolade Wenge geölt";"M-ST-AY.55";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-schokolade Wenge geölt";"M-ST-AY.56";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-schokolade Palisander lackiert";"M-ST-AY.57";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-schokolade Palisander lackiert";"M-ST-AY.58";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-schokolade";"M-ST-AY.59";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-weiß Wenge geölt";"M-ST-AY.6";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-schokolade";"M-ST-AY.60";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-tiefschwarz";"M-ST-AY.61";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-tiefschwarz";"M-ST-AY.62";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-tiefschwarz";"M-ST-AY.63";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-tiefschwarz";"M-ST-AY.64";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-tiefschwarz Wenge geölt";"M-ST-AY.65";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-tiefschwarz Wenge geölt";"M-ST-AY.66";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-tiefschwarz Palisander lackiert";"M-ST-AY.67";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-tiefschwarz Palisander lackiert";"M-ST-AY.68";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-tiefschwarz";"M-ST-AY.69";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-weiß Palisander lackiert";"M-ST-AY.7";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-tiefschwarz";"M-ST-AY.70";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-sonne";"M-ST-AY.71";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-sonne";"M-ST-AY.72";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-sonne";"M-ST-AY.73";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-sonne";"M-ST-AY.74";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-sonne Wenge geölt";"M-ST-AY.75";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-sonne Wenge geölt";"M-ST-AY.76";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-sonne Palisander lackiert";"M-ST-AY.77";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-sonne Palisander lackiert";"M-ST-AY.78";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-sonne";"M-ST-AY.79";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-weiß Palisander lackiert";"M-ST-AY.8";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-sonne";"M-ST-AY.80";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-gras";"M-ST-AY.81";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-gras";"M-ST-AY.82";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-gras";"M-ST-AY.83";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-gras";"M-ST-AY.84";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-gras Wenge geölt";"M-ST-AY.85";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-gras Wenge geölt";"M-ST-AY.86";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-gras Palisander lackiert";"M-ST-AY.87";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-gras Palisander lackiert";"M-ST-AY.88";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-gras";"M-ST-AY.89";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-weiß";"M-ST-AY.9";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Ebenholz geölt PU-gras";"M-ST-AY.90";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche lackiert PU-azur";"M-ST-AY.91";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche lackiert PU-azur";"M-ST-AY.92";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Buche geölt PU-azur";"M-ST-AY.93";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO Buche geölt PU-azur";"M-ST-AY.94";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-azur Wenge geölt";"M-ST-AY.95";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-azur Wenge geölt";"M-ST-AY.96";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO PU-azur Palisander lackiert";"M-ST-AY.97";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 2-Segment Ayurvedaliege STABILO PU-azur Palisander lackiert";"M-ST-AY.98";"0";"0";"HMW-Lagerplatz1"
"Ayurvedaliege STABILO 1-Segment Ayurvedaliege STABILO Ebenholz geölt PU-azur";"M-ST-AY.99";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PISA-graphit";"M-ST.1";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-weiß";"M-ST.10";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-azur";"M-ST.100";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-azur";"M-ST.101";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-azur";"M-ST.102";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-azur";"M-ST.103";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-azur Wenge geölt";"M-ST.104";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-azur Wenge geölt";"M-ST.105";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-azur Palisander lackiert";"M-ST.106";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-azur Palisander lackiert";"M-ST.107";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-azur";"M-ST.108";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-azur";"M-ST.109";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-weiß";"M-ST.11";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-saphir";"M-ST.110";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-saphir";"M-ST.111";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-saphir";"M-ST.112";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-saphir";"M-ST.113";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-saphir Wenge geölt";"M-ST.114";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-saphir Wenge geölt";"M-ST.115";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-saphir Palisander lackiert";"M-ST.116";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-saphir Palisander lackiert";"M-ST.117";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-saphir";"M-ST.118";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-saphir";"M-ST.119";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-weiß";"M-ST.12";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-weinrot";"M-ST.120";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-weinrot";"M-ST.121";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-weinrot";"M-ST.122";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-weinrot";"M-ST.123";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-weinrot Wenge geölt";"M-ST.124";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-weinrot Wenge geölt";"M-ST.125";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-weinrot Palisander lackiert";"M-ST.126";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-weinrot Palisander lackiert";"M-ST.127";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-weinrot";"M-ST.128";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-weinrot";"M-ST.129";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-weiß";"M-ST.13";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-mandarine";"M-ST.130";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-mandarine";"M-ST.131";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-mandarine";"M-ST.132";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-mandarine";"M-ST.133";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-mandarine Wenge geölt";"M-ST.134";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-mandarine Wenge geölt";"M-ST.135";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-mandarine Palisander lackiert";"M-ST.136";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-mandarine Palisander lackiert";"M-ST.137";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-mandarine";"M-ST.138";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-mandarine";"M-ST.139";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-weiß Wenge geölt";"M-ST.14";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-perle";"M-ST.140";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-perle";"M-ST.141";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-perle";"M-ST.142";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-perle";"M-ST.143";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-perle Wenge geölt";"M-ST.144";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-perle Wenge geölt";"M-ST.145";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-perle Palisander lackiert";"M-ST.146";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-perle Palisander lackiert";"M-ST.147";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-perle";"M-ST.148";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-perle";"M-ST.149";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-weiß Wenge geölt";"M-ST.15";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-weiß Palisander lackiert";"M-ST.16";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-weiß Palisander lackiert";"M-ST.17";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-weiß";"M-ST.18";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-weiß";"M-ST.19";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PISA-graphit";"M-ST.2";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-champagner";"M-ST.20";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-champagner";"M-ST.21";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-champagner";"M-ST.22";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-champagner";"M-ST.23";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-champagner Wenge geölt";"M-ST.24";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-champagner Wenge geölt";"M-ST.25";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-champagner Palisander lackiert";"M-ST.26";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-champagner Palisander lackiert";"M-ST.27";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-champagner";"M-ST.28";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-champagner";"M-ST.29";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PISA-graphit";"M-ST.3";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-düne";"M-ST.30";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-düne";"M-ST.31";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-düne";"M-ST.32";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-düne";"M-ST.33";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-düne Wenge geölt";"M-ST.34";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-düne Wenge geölt";"M-ST.35";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-düne Palisander lackiert";"M-ST.36";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-düne Palisander lackiert";"M-ST.37";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-düne";"M-ST.38";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-düne";"M-ST.39";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PISA-graphit Wenge geölt";"M-ST.4";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-meteor";"M-ST.40";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-meteor";"M-ST.41";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-meteor";"M-ST.42";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-meteor";"M-ST.43";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-meteor Wenge geölt";"M-ST.44";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-meteor Wenge geölt";"M-ST.45";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-meteor Palisander lackiert";"M-ST.46";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-meteor Palisander lackiert";"M-ST.47";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Ebenholz geölt PU-meteor";"M-ST.48";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Ebenholz geölt PU-meteor";"M-ST.49";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PISA-graphit Wenge geölt";"M-ST.5";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche lackiert PU-graphit";"M-ST.50";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche lackiert PU-graphit";"M-ST.51";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO Buche geölt PU-graphit";"M-ST.52";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO Buche geölt PU-graphit";"M-ST.53";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-graphit Wenge geölt";"M-ST.54";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-graphit Wenge geölt";"M-ST.55";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 1-Segment Massageliege STABILO PU-graphit Palisander lackiert";"M-ST.56";"0";"0";"HMW-Lagerplatz1"
"Massageliege STABILO 2-Segmente Massageliege STABILO PU-graphit Palisander lackiert";"M-ST.57";"0";"0";"HMW-Lagerplatz1"
